url,Company Name,Description,Address,city,State,Phone,Website,LBN Legal business name,Authorized official,Enumeration date,Last updated,OrganizationOrSole,Type
https://npidb.org/doctors/transportation_services/non-emergency-medical-transport-van_343900000x/1033669007.aspx,Sukhpal Kaurnon-emergency Medical Transport (Van),"Profile for SUKHPAL KAUR in LEMOORE, CA.
					A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","1005 Columbus Way Lemoore, Ca 93245-9171",Lemoore,CA,559-904-4885,-,-,s-Sukhpal Kaurnon-emergency Medical Transport (Van)-Active,10/13/16,10/13/16,Sole,Nemt
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1861929499.aspx,Kaur Express,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","17099 Nile Lily Way Fontana, Ca 92337-6874",Fontana,CA,(909) 244-8968,-,Kaur Express,Jasbir Kaur - (owner),5/13/17,5/13/17,Org,Nemt
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1508384082.aspx,Kay Global Group Inc,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","973 Fremont Ave Clovis, Ca 93612-0462",Clovis,CA,559-392-5939,-,Kay Global Group Inc,"Velvet Kaakah - (ceo,president)",9/5/17,9/5/17,Org,Nemt
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1639365570.aspx,"Kd Medical Transportation

						Lbn  Gurunanak Investment Llc","A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","1986 Bridget Marie Dr Modesto, Ca 95351-4540",Modesto,CA,209-324-8507,-,Gurunanak Investment Llc,Kamal Dhami - (owner/manager),9/24/07,9/24/07,Org,Nemt
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1356679377.aspx,"Kern Ambulette

						Lbn  Amanda P Cantu","A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","6443 Abby Rose Ave Bakersfield, Ca 93308-7410",Bakersfield,CA,661-387-9468,-,Amanda P Cantu,Amanda Cantu - (owner),12/2/09,12/2/09,Org,Nemt
https://npidb.org/doctors/transportation_services/non-emergency-medical-transport-van_343900000x/1396116406.aspx,Kyle Kernernon-emergency Medical Transport (Van),"Profile for KYLE KERNER in FONTANA, CA.
					A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","13434 Chestnut St Apt 106b Fontana, Ca 92335-2922",Fontana,CA,909-333-1296,-,-,s-Kyle Kernernon-emergency Medical Transport (Van)-Active,10/14/15,10/14/15,Sole,Nemt
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1992269310.aspx,Kg Limited Llc,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","140 E Santa Clara St Ste 22 Arcadia, Ca 91006-3217",Arcadia,CA,747-240-9161,-,Kg Limited Llc,Hasmik Martirosyan - (ceo),1/30/19,1/30/19,Org,Nemt
https://npidb.org/doctors/transportation_services/non-emergency-medical-transport-van_343900000x/1689287732.aspx,Gulagha Khalilinon-emergency Medical Transport (Van),"Profile for GULAGHA KHALILI in PLEASANTON, CA.
					A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","440 Boulder Ct Ste 100c Pleasanton, Ca 94566-8313",Pleasanton,CA,925-444-5900,-,-,s-Gulagha Khalilinon-emergency Medical Transport (Van)-Active,8/28/20,8/28/20,Sole,Nemt
https://npidb.org/doctors/transportation_services/non-emergency-medical-transport-van_343900000x/1508234220.aspx,Muhammad Khannon-emergency Medical Transport (Van),"Profile for MUHAMMAD KHAN in STOCKTON, CA.
					A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","1573 Ken St Stockton, Ca 95206-5603",Stockton,CA,209-405-7330,-,-,s-Muhammad Khannon-emergency Medical Transport (Van)-Active,9/11/15,9/11/15,Sole,Nemt
https://npidb.org/doctors/transportation_services/non-emergency-medical-transport-van_343900000x/1174667679.aspx,Stepan Khechumyannon-emergency Medical Transport (Van),"Profile for STEPAN KHECHUMYAN in GLENDALE, CA.
					A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","903 E Acacia Ave Glendale, Ca 91205-4837",Glendale,CA,818-623-0992,-,-,s-Stepan Khechumyannon-emergency Medical Transport (Van)-Active,2/16/07,2/16/07,Sole,Nemt
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1952555807.aspx,Khost Enterprise Inc,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","5150 E Pacific Coast Hwy 200 Long Beach, Ca 90804-3312",Beach,CA,562-425-1065,-,Khost Enterprise Inc,Melissa Lathon - (secretary/treasure),11/5/08,11/5/08,Org,Nemt
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1508290073.aspx,Kidz First Transit,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","2063 Main St #416 Oakley, Ca 94561-3302",Oakley,CA,925-679-9066,-,Kidz First Transit,Donna Lockwood - (owner),9/2/13,9/2/13,Org,Nemt
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1215373840.aspx,"Kidz First Transit,llc","A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","14 Diane Ct Oakley, Ca 94561-2786",Oakley,CA,925-848-5224,-,"Kidz First Transit,llc",Donna Lockwood - (owner),5/22/13,5/22/13,Org,Nemt
https://npidb.org/doctors/transportation_services/non-emergency-medical-transport-van_343900000x/1851941348.aspx,Shawnese Kimbroughnon-emergency Medical Transport (Van),"Profile for SHAWNESE KIMBROUGH in LOS ANGELES, CA.
					A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","124 E 135th St Los Angeles, Ca 90061-2272",Angeles,CA,323-316-3496,-,-,s-Shawnese Kimbroughnon-emergency Medical Transport (Van)-Active,9/16/19,9/16/19,Sole,Nemt
https://npidb.org/doctors/transportation_services/non-emergency-medical-transport-van_343900000x/1447633524.aspx,David Kingnon-emergency Medical Transport (Van),"Profile for DAVID KING in FRESNO, CA.
					A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","5588 N Palm Ave Suite P-4 Fresno, Ca 93704-1913",Fresno,CA,559-349-9588,-,-,s-David Kingnon-emergency Medical Transport (Van)-Active,7/7/15,7/7/15,Sole,Nemt
https://npidb.org/doctors/transportation_services/non-emergency-medical-transport-van_343900000x/1164985230.aspx,Stanley Kingnon-emergency Medical Transport (Van),"Profile for STANLEY KING in MORENO VALLEY, CA.
					A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","11747 Pettit St Moreno Valley, Ca 92555-5306",Valley,CA,951-427-0281,-,-,s-Stanley Kingnon-emergency Medical Transport (Van)-Active,4/7/19,4/7/19,Sole,Nemt
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1255991774.aspx,King One Transportation Llc,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","1925 Euclid Ave Ste 203 San Diego, Ca 92105-5362",Diego,CA,619-906-0719,-,King One Transportation Llc,Mohsen Dhidar - (ceo),6/17/19,6/17/19,Org,Nemt
https://npidb.org/doctors/transportation_services/non-emergency-medical-transport-van_343900000x/1497311278.aspx,Stella Kirakosiannon-emergency Medical Transport (Van),"Profile for STELLA KIRAKOSIAN in ORANGE, CA.
					A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","2214 W Sycamore Ave Orange, Ca 92868-1936",Orange,CA,714-719-1240,-,-,s-Stella Kirakosiannon-emergency Medical Transport (Van)-Active,5/16/19,5/16/19,Sole,Nemt
https://npidb.org/doctors/transportation_services/non-emergency-medical-transport-van_343900000x/1154719672.aspx,Sashi Kirannon-emergency Medical Transport (Van),"Profile for SASHI KIRAN in CARMICHAEL, CA.
					A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","5931 Stanley Ave Ste 8 Carmichael, Ca 95608-3846",Carmichael,CA,916-585-2426,-,-,s-Sashi Kirannon-emergency Medical Transport (Van)-Active,1/6/15,1/6/15,Sole,Nemt
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1033246798.aspx,Klamath Trinity Non-emergency Transportation,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","38883 Highway 299 Willow Creek, Ca 95573-1147",Creek,CA,530-629-1192,-,Klamath Trinity Non-emergency Transportation,Terri Castner - (executive Director),2/28/07,2/28/07,Org,Nemt
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1801012505.aspx,Klass Organization,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","700 N Dwight Ave Compton, Ca 90220-1604",Compton,CA,562-577-1001,-,Klass Organization,Robyn Warmsley - (owner),4/18/07,4/18/07,Org,Nemt
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1831410737.aspx,"K.laster Tranportation

						Lbn  K.laster Tranportation","A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","8634 Cord Way Sacramento, Ca 95828-5805",Sacramento,CA,916-290-3117,-,K.laster Tranportation,Katherine Laster - (sole Propriater),6/15/10,6/15/10,Org,Nemt
https://npidb.org/doctors/transportation_services/non-emergency-medical-transport-van_343900000x/1891341608.aspx,Patricia A Knightnon-emergency Medical Transport (Van),"Profile for PATRICIA A KNIGHT in LOS ANGELES, CA.
					A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","510 S Burnside Ave Apt 8c Los Angeles, Ca 90036-3949",Angeles,CA,800-991-5910,-,-,s-Patricia A Knightnon-emergency Medical Transport (Van)-Active,8/16/19,8/16/19,Sole,Nemt
https://npidb.org/doctors/transportation_services/non-emergency-medical-transport-van_343900000x/1043551864.aspx,Grigor Kodzhoglyannon-emergency Medical Transport (Van),"Profile for GRIGOR KODZHOGLYAN in GLENDALE, CA.
					A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","635 W Colorado St 119 Glendale, Ca 91204-1175",Glendale,CA,818-551-1800,-,-,s-Grigor Kodzhoglyannon-emergency Medical Transport (Van)-Active,3/4/13,3/4/13,Sole,Nemt
https://npidb.org/doctors/transportation_services/non-emergency-medical-transport-van_343900000x/1750791919.aspx,Vartoohi Kokaniannon-emergency Medical Transport (Van),"Profile for VARTOOHI KOKANIAN in NORTH HOLLYWOOD, CA.
					A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","8123 Nagle Ave North Hollywood, Ca 91605-1712",Hollywood,CA,818-823-1441,-,-,s-Vartoohi Kokaniannon-emergency Medical Transport (Van)-Active,4/28/14,4/28/14,Sole,Nemt
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1801937321.aspx,"Kopmed Management, Inc","A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","3435 Camino Del Rio S Ste 208 San Diego, Ca 92108-3911",Diego,CA,888-456-0707,-,"Kopmed Management, Inc",Igor Kapchinskiy - (owner),2/8/07,2/8/07,Org,Nemt
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1609364074.aspx,"Ktl Transportation Services, Llc","A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","180 Promenade Cir Ste 300 Sacramento, Ca 95834-2952",Sacramento,CA,916-956-2738,-,"Ktl Transportation Services, Llc",Tamra Mcintosh - (owner/president),5/1/18,5/1/18,Org,Nemt
https://npidb.org/doctors/transportation_services/non-emergency-medical-transport-van_343900000x/1760500540.aspx,Nischal Kumarnon-emergency Medical Transport (Van),"Profile for NISCHAL KUMAR in STOCKTON, CA.
					A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","1395 Kimiyo St Stockton, Ca 95206-5630",Stockton,CA,209-234-0377,-,-,s-Nischal Kumarnon-emergency Medical Transport (Van)-Active,3/27/07,3/27/07,Sole,Nemt
https://npidb.org/doctors/transportation_services/non-emergency-medical-transport-van_343900000x/1679007934.aspx,"Rajendra Kumar, Ceo – Npi #1679007934non-emergency Medical Transport (Van)","Profile for RAJENDRA KUMAR in STOCKTON, CA.
					A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","7 W Acacia St Ste.3b Stockton, Ca 95202-1243",Stockton,CA,209-983-1681,-,-,"s-Rajendra Kumar, Ceo – Npi #1679007934non-emergency Medical Transport (Van)-Active",4/13/17,4/13/17,Sole,Nemt
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1538682810.aspx,Kumars Transport,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","1112 W Fremont St Stockton, Ca 95203",Stockton,CA,(209) 234-0377,-,Kumars Transport,Nischal Kumar - (ceo),7/19/17,7/19/17,Org,Nemt
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1720623341.aspx,Kumplete Care Rides,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","1704 W Manchester Ave Ste 207a Los Angeles, Ca 90047-3057",Angeles,CA,424-419-7469,-,Kumplete Care Rides,Kyiesha Gooden - (ceo Owner),11/7/19,11/7/19,Org,Nemt
https://npidb.org/doctors/transportation_services/non-emergency-medical-transport-van_343900000x/1932695483.aspx,Michael M Kurzuliannon-emergency Medical Transport (Van),"Profile for MICHAEL M KURZULIAN in BURBANK, CA.
					A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","3201 N. Glenoaks Blvd. Burbank, Ca 91504-2009",Burbank,CA,818-848-3293,-,-,s-Michael M Kurzuliannon-emergency Medical Transport (Van)-Active,7/9/18,7/9/18,Sole,Nemt
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1306187315.aspx,"K&y Transportation Service

						Lbn  K&y Transportation Services, Llc","A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","27768 Point Breeze Dr Romoland, Ca 92585-3111",Romoland,CA,951-566-4160,-,"K&y Transportation Services, Llc",Karen Thurman - (owner),3/15/13,3/15/13,Org,Nemt
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1144551433.aspx,"Kyb Trading, Inc.","A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","7042 Mcneil Ln Buena Park, Ca 90620-1754",Park,CA,714-788-8101,-,"Kyb Trading, Inc.",Kun Bae - (president),1/26/10,1/26/10,Org,Nemt
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1922349091.aspx,L & M Transportation Llc,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","1836 Kenneth Way Pasadena, Ca 91103-1254",Pasadena,CA,626-344-0188,-,L & M Transportation Llc,Marvell Tell - (ceo),3/13/13,3/13/13,Org,Nemt
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1629586292.aspx,L W Transportation Llc,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","5757 W Century Blvd Ste 700 Los Angeles, Ca 90045-6417",Angeles,CA,310-379-0011,-,L W Transportation Llc,Donald Woods - (manager),1/17/18,1/17/18,Org,Nemt
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1285957472.aspx,La Car Service,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","11178 Westminster Ave Apt E Los Angeles, Ca 90034-6518",Angeles,CA,310-452-3002,-,La Car Service,Kaya Kouvonen - (president),3/2/10,3/2/10,Org,Nemt
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1568797025.aspx,La Class Transportation Llc,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","7935 Dunbrook Rd Ste G San Diego, Ca 92126-6322",Diego,CA,858-530-0128,-,La Class Transportation Llc,Irfan Korkmaz - (manager),10/16/09,10/16/09,Org,Nemt
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1942305545.aspx,"La Express Medical Transportation, Inc","A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","425 S Fairfax Ave Ste 203 Los Angeles, Ca 90036-3148",Angeles,CA,323-933-7456,-,"La Express Medical Transportation, Inc",Mark Vinnitski - (president),9/14/06,9/14/06,Org,Nemt
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1205282134.aspx,"La Med Trans

						Lbn  Madanyan Enterprise","A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","715 N Central Ave Ste 214 Glendale, Ca 91203-4254",Glendale,CA,818-461-2323,-,Madanyan Enterprise,Akop Madanyan - (c.e.o.),5/10/16,5/10/16,Org,Nemt
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1902356538.aspx,La Valley Transit Services,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","45326 Trevor Ave Lancaster, Ca 93534-1600",Lancaster,CA,661-945-9911,-,La Valley Transit Services,Artzrun Minasyan - (president),10/6/16,10/6/16,Org,Nemt
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1992225296.aspx,"Lady's Medical Transport

						Lbn  P'okot Llc","A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","5511 Adelaide Ave 26 San Diego, Ca 92115",Diego,CA,(619) 578-8416,-,P'okot Llc,Ladywinnie Oulanyah - (ceo),6/27/17,6/27/17,Org,Nemt
https://npidb.org/doctors/transportation_services/non-emergency-medical-transport-van_343900000x/1306201512.aspx,Danny Lainon-emergency Medical Transport (Van),"Profile for DANNY LAI in BEAUMONT, CA.
					A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","1695 N Deodar Dr Beaumont, Ca 92223-8581",Beaumont,CA,702-497-6559,-,-,s-Danny Lainon-emergency Medical Transport (Van)-Active,12/15/15,12/15/15,Sole,Nemt
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1164986196.aspx,Lake Medical Transportation Llc,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","335 E Albertoni St Carson, Ca 90746-1425",Carson,CA,310-995-2512,-,Lake Medical Transportation Llc,Michael Mcgee - (owner),1/23/19,1/23/19,Org,Nemt
https://npidb.org/doctors/transportation_services/non-emergency-medical-transport-van_343900000x/1407313885.aspx,Michael Lamnon-emergency Medical Transport (Van),"Profile for MICHAEL LAM in SAN GABRIEL, CA.
					A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","845 Padilla St Apt 303 San Gabriel, Ca 91776-4321",Gabriel,CA,626-678-7498,-,-,s-Michael Lamnon-emergency Medical Transport (Van)-Active,2/21/19,2/21/19,Sole,Nemt
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1992935134.aspx,"Lamppost Resource Group, Inc","A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","302 N Riverside Avenue Rialto, Ca 92376",Rialto,CA,909-877-3828,-,"Lamppost Resource Group, Inc",William Sanzo - (chief Executive Officer),7/22/09,7/22/09,Org,Nemt
https://npidb.org/doctors/transportation_services/non-emergency-medical-transport-van_343900000x/1841813326.aspx,Delilah Lanoixnon-emergency Medical Transport (Van),"Profile for DELILAH LANOIX in GARDENA, CA.
					A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","18516 S Broadway Gardena, Ca 90248-4615",Gardena,CA,310-527-9200,-,-,s-Delilah Lanoixnon-emergency Medical Transport (Van)-Active,5/19/20,5/19/20,Sole,Nemt
https://npidb.org/doctors/transportation_services/non-emergency-medical-transport-van_343900000x/1265771653.aspx,Jasmin V Larsonnon-emergency Medical Transport (Van),"Profile for JASMIN V LARSON in ANTIOCH, CA.
					A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","3512 Meadowbrook Rd Antioch, Ca 94509-5955",Antioch,CA,925-338-4446,-,-,s-Jasmin V Larsonnon-emergency Medical Transport (Van)-Active,2/5/13,2/5/13,Sole,Nemt
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1780015735.aspx,L&b Transportation,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","780 Carlson Blvd Apt 16 Richmond, Ca 94804-4170",Richmond,CA,510-689-3370,-,L&b Transportation,Bonita Thomas-mcdaniel - (owner),12/2/13,12/2/13,Org,Nemt
https://npidb.org/doctors/transportation_services/non-emergency-medical-transport-van_343900000x/1952457624.aspx,"Stanley L Lecorno, Phd – Npi #1952457624non-emergency Medical Transport (Van)","Profile for STANLEY L LECORNO in WILLOWS, CA.
					A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","600 N Humboldt Ave Apt 265 Willows, Ca 95988-3534",Willows,CA,530-934-3774,-,-,"s-Stanley L Lecorno, Phd – Npi #1952457624non-emergency Medical Transport (Van)-Active",1/26/07,1/26/07,Sole,Nemt
https://npidb.org/doctors/transportation_services/non-emergency-medical-transport-van_343900000x/1497363659.aspx,Rafael M Ledesma Iinon-emergency Medical Transport (Van),"Profile for RAFAEL M LEDESMA II in LAKE FOREST, CA.
					A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","22772 Centre Dr Ste 220 Lake Forest, Ca 92630-6303",Forest,CA,949-446-9800,-,-,s-Rafael M Ledesma Iinon-emergency Medical Transport (Van)-Active,7/14/20,7/14/20,Sole,Nemt
https://npidb.org/doctors/transportation_services/non-emergency-medical-transport-van_343900000x/1609043652.aspx,Phominik T Leenon-emergency Medical Transport (Van),"Profile for PHOMINIK T LEE in SACRAMENTO, CA.
					A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","8670 Kelwood Way Same Sacramento, Ca 95828-3858",Sacramento,CA,916-230-8494,-,-,s-Phominik T Leenon-emergency Medical Transport (Van)-Active,5/9/08,5/9/08,Sole,Nemt
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1144881038.aspx,Legit Llc,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","4041 Oakcrest Dr Unit 202 San Diego, Ca 92105-2148",Diego,CA,619-600-9657,-,Legit Llc,Abdishukur Nuuh - (owner),6/22/19,6/22/19,Org,Nemt
https://npidb.org/doctors/transportation_services/non-emergency-medical-transport-van_343900000x/1780967711.aspx,Gregory Lewisnon-emergency Medical Transport (Van),"Profile for GREGORY LEWIS in LA PALMA, CA.
					A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","8162 Somerdale Ln La Palma, Ca 90623-1936",Palma,CA,714-809-4422,-,-,s-Gregory Lewisnon-emergency Medical Transport (Van)-Active,9/26/11,9/26/11,Sole,Nemt
https://npidb.org/doctors/transportation_services/non-emergency-medical-transport-van_343900000x/1306347281.aspx,Carlos E Leytonnon-emergency Medical Transport (Van),"Profile for CARLOS E LEYTON in SAN GABRIEL, CA.
					A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","9021 Emperor Ave Apt D San Gabriel, Ca 91775-2064",Gabriel,CA,213-216-9116,-,-,s-Carlos E Leytonnon-emergency Medical Transport (Van)-Active,2/26/18,2/26/18,Sole,Nemt
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1629373634.aspx,"Liberty Care, Llc","A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","6245 Mulan St Corona, Ca 92880-0793",Corona,CA,951-280-3001,-,"Liberty Care, Llc",Robert Mccollum - (owner),1/22/11,1/22/11,Org,Nemt
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1255716684.aspx,Liberty Medical Transportation,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","1190 S Winery Ave Apt 105 Fresno, Ca 93727-6902",Fresno,CA,559-960-7631,-,Liberty Medical Transportation,Yenesaw Negatu - (owner),7/27/15,7/27/15,Org,Nemt
