url,Company Name,Description,Address,city,State,Phone,Website,LBN Legal business name,Authorized official,Enumeration date,Last updated,OrganizationOrSole,,,,,,,,,,,,
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1992332225.aspx,Ahuja Medical Services Llc,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","1420 E Cooley Dr Ste 200a Colton, Ca 92324-3974",Colton,CA,909-800-3915,-,Ahuja Medical Services Llc,Gurmukh Singh - (owner),03/25/2020,03/25/2020,Org
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1740563584.aspx,"Ai4 Transport Services, Llc","A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","555 Umbarger Rd Spc 17 San Jose, Ca 95111-2040",Jose,CA,408-610-9199,-,"Ai4 Transport Services, Llc",Abraham Batong - (owner),09/27/2011,09/27/2011,Org
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1912220104.aspx,"Aid To Ride

						Lbn  Jazstrom, Inc","A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","713 W Commonwealth Ave Suite A Fullerton, Ca 92832-1662",Fullerton,CA,714-992-2388,-,"Jazstrom, Inc",Jasper Soliven - (president/ceo),03/02/2010,03/02/2010,Org
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1164979613.aspx,Aim Medical Transport Inc,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","4505 Allstate Dr Suite 206 Riverside, Ca 92501",Riverside,CA,855-947-2247,-,Aim Medical Transport Inc,Ravinder Miglani - (ceo),09/01/2016,09/01/2016,Org
https://npidb.org/organizations/nursing_service/administrator_163wa2000x/1558811836.aspx,"Air & Surface Qualified Medical Escort (Asqme)

						Lbn  Uniwide Alliance,llc",-,"703 E Orange Grove Blvd Pasadena, Ca 91104-4489",Pasadena,CA,626-782-2004,-,"Uniwide Alliance,llc",Maria Desiree Cafe - (manager),10/10/2016,10/10/2016,Org
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1275681694.aspx,Aj's Medical Transport Inc.,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","13310 Reedley St Panorama City, Ca 91402-4022",City,CA,818-781-5455,-,Aj's Medical Transport Inc.,Vivian Ruiz - (president),01/08/2007,01/08/2007,Org
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1518340066.aspx,Akamai Medical Transport Llc,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","1376 San Miguel Way Merced, Ca 95340-2547",Merced,CA,209-761-5554,-,Akamai Medical Transport Llc,Gregory Minson - (coo),07/01/2015,07/01/2015,Org
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1881252336.aspx,Akaza Llc,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","1104 Corporate Way Ste 216 Sacramento, Ca 95831-3875",Sacramento,CA,844-397-4337,-,Akaza Llc,Khaula Nixon - (general Manager),05/30/2019,05/30/2019,Org
https://npidb.org/doctors/transportation_services/taxi_344600000x/1326592213.aspx,Sajad Akbaritaxi,"Profile for SAJAD AKBARI in MODESTO, CA.
					A land commercial vehicle used for the transporting of persons in non-emergency situations. The vehicle meets local, county or state regulations set forth by the jurisdictions where it is located.","1001 8th St Modesto, Ca 95354",Modesto,CA,209-888-8888,-,-,so-Sajad Akbaritaxi-Active,08/08/2016,08/08/2016,Sole
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1508419755.aspx,Akoobi Transportation,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","2478 Hilton Head Pl Apt 2156 El Cajon, Ca 92019-4455",Cajon,CA,619-402-2000,-,Akoobi Transportation,Qasim Hasan - (president),07/17/2019,07/17/2019,Org
https://npidb.org/doctors/transportation_services/non-emergency-medical-transport-van_343900000x/1780063164.aspx,Abdulrazaq Al Timiminon-emergency Medical Transport (Van),"Profile for ABDULRAZAQ AL TIMIMI in EL CAJON, CA.
					A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","1182 Sumner Ave Apt 8 El Cajon, Ca 92021-4865",Cajon,CA,619-992-0250,-,-,so-Abdulrazaq Al Timiminon-emergency Medical Transport (Van)-Active,05/19/2015,05/19/2015,Sole
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1427583459.aspx,Alex Express,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","13437 Ventura Blvd Ste 209 Sherman Oaks, Ca 91423-3829",Oaks,CA,213-814-4689,-,Alex Express,Anahit Gasparyan - (ceo),04/27/2017,04/27/2017,Org
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1851831408.aspx,Alex Express,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","5455 Sylmar Ave Apt 202 Sherman Oaks, Ca 91401-5113",Oaks,CA,213-814-4689,-,Alex Express,Anahit Gasparyan - (ceo),03/01/2017,03/01/2017,Org
https://npidb.org/doctors/transportation_services/non-emergency-medical-transport-van_343900000x/1740757053.aspx,Kaisar M Alhakimnon-emergency Medical Transport (Van),"Profile for KAISAR M ALHAKIM in CARMICHAEL, CA.
					A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","5709 Marconi Ave Ste A Carmichael, Ca 95608-4472",Carmichael,CA,415-748-8874,-,-,so-Kaisar M Alhakimnon-emergency Medical Transport (Van)-Active,10/25/2018,10/25/2018,Sole
https://npidb.org/doctors/transportation_services/non-emergency-medical-transport-van_343900000x/1730663196.aspx,Mohamed S Alinon-emergency Medical Transport (Van),"Profile for MOHAMED S ALI in RANCHO CUCAMONGA, CA.
					A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","9635 Baseline Rd Unit 230 Rancho Cucamonga, Ca 91730-1359",Cucamonga,CA,909-233-6829,-,-,so-Mohamed S Alinon-emergency Medical Transport (Van)-Active,09/21/2018,09/21/2018,Sole
https://npidb.org/doctors/transportation_services/non-emergency-medical-transport-van_343900000x/1609364942.aspx,Yussuf Alinon-emergency Medical Transport (Van),"Profile for YUSSUF ALI in SAN DIEGO, CA.
					A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","9225 Dowdy Dr Ste 204 San Diego, Ca 92126-6366",Diego,CA,619-653-3694,-,-,so-Yussuf Alinon-emergency Medical Transport (Van)-Active,04/23/2018,04/23/2018,Sole
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1346406931.aspx,All Aboard Medical Transport,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","27465 Capri Ave Hayward, Ca 94545-4001",Hayward,CA,415-297-4264,-,All Aboard Medical Transport,Christyanne Flores-ott - (owner),08/03/2008,08/03/2008,Org
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1588808406.aspx,All Access Transport,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","1280 E Cooley Dr Suite #3 Colton, Ca 92324-3932",Colton,CA,909-424-0231,-,All Access Transport,Michael Dean Ignacio - (ceo/owner),04/22/2009,04/22/2009,Org
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1497231310.aspx,"All American Logistics

						Lbn  All America Enterprises, Inc","A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","1124 E Elmwood Ave Burbank, Ca 91501-1614",Burbank,CA,818-531-2727,-,"All America Enterprises, Inc",Edgar Asatryan - (president),07/13/2018,07/13/2018,Org
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1518103910.aspx,All American Medical Transportation,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","230 N Blackstone Ave Fresno, Ca 93701-1913",Fresno,CA,559-313-2825,-,All American Medical Transportation,Daniel Semerdzhyan - (president),01/06/2009,01/06/2009,Org
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1790825743.aspx,All American Medical Transportation,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","6097 N Glenn Ave Fresno, Ca 93704-1732",Fresno,CA,559-324-1038,-,All American Medical Transportation,Daniel Semerdzhyan - (owner),02/07/2007,02/07/2007,Org
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1275918955.aspx,All Care Transport Llc,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","22617 Us Highway 18 Apple Valley, Ca 92307-4342",Valley,CA,442-800-5152,-,All Care Transport Llc,Lisa Lybarger - (vice President),07/23/2015,07/23/2015,Org
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1700382702.aspx,All Care Transport Llc,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","317 W Tullock St Rialto, Ca 92376-7702",Rialto,CA,909-877-1500,-,All Care Transport Llc,Kelly Neagle - (vice President),03/30/2018,03/30/2018,Org
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1669640330.aspx,All Congregations Together,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","4970 Market St San Diego, Ca 92102-4719",Diego,CA,619-527-6315,-,All Congregations Together,Willie Mcgee - (executive Director),02/15/2008,02/15/2008,Org
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1538310537.aspx,"All Day Assisted Transport

						Lbn  Assisted Medical Transport, Llc","A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","2141 Forest View Ave Hillsborough, Ca 94010-6169",Hillsborough,CA,650-464-4477,-,"Assisted Medical Transport, Llc",Shema Sherwin - (chief Executive Officer),10/08/2008,10/08/2008,Org
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1336524602.aspx,All Day Services,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","9233 Janna St Bellflower, Ca 90706-7403",Bellflower,CA,562-965-6496,-,All Day Services,Shronda Bethany - (president),07/28/2015,07/28/2015,Org
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1821413568.aspx,"All In One Medical Transportation

						Lbn  All In One Home Health Care Agency","A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","6080 Center Dr 600 Suite 50 Los Angeles, Ca 90045",Angeles,CA,310-329-9951,-,All In One Home Health Care Agency,Dion Green - (ceo),03/04/2014,03/04/2014,Org
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1649547233.aspx,All Season Ventures Inc,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","8237 Henshaw Cir Buena Park, Ca 90621-1361",Park,CA,714-735-8496,-,All Season Ventures Inc,Francis Iketuonye - (president / Chief Exective Officer),11/26/2011,11/26/2011,Org
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1992172829.aspx,All State Interpretation,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","17530 Ventura Blvd Ste 105 Encino, Ca 91316-3883",Encino,CA,310-570-5488,-,All State Interpretation,Anna Rodriguez - (manager),08/26/2015,08/26/2015,Org
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1174930978.aspx,All Time Transportation Inc,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","4430 Kerri Pl Riverside, Ca 92509-3334",Riverside,CA,626-367-1734,-,All Time Transportation Inc,Harvinder Singh - (cfo),07/14/2014,07/14/2014,Org
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1265724215.aspx,All Town Transport Inc,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","13812 Saticoy St Suite B Panorama City, Ca 91402-6520",City,CA,818-787-4949,-,All Town Transport Inc,Aram Grigoryan - (chief Executive Officer),05/10/2011,05/10/2011,Org
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1053641860.aspx,"Allegiance Medical Transportation, Inc.","A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","1345 Huntington Dr Duarte, Ca 91010-2527",Duarte,CA,714-348-3477,-,"Allegiance Medical Transportation, Inc.",Steven Clements - (cfo),12/30/2009,12/30/2009,Org
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1033517289.aspx,Alliance For Community Transformations,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","5200 Highway 49 North Mariposa, Ca 95338-2075",Mariposa,CA,209-742-6456,-,Alliance For Community Transformations,Alison Tudor - (executive Director),12/19/2014,12/19/2014,Org
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1336423037.aspx,Alliance Medical Transport Llc,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","1122 B St Suite 307 Hayward, Ca 94541-4227",Hayward,CA,510-764-1823,-,Alliance Medical Transport Llc,Fiita Geay - (president),09/29/2011,09/29/2011,Org
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1639457120.aspx,"Alliance Non-emergency Medical Transport, Llc","A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","1665 S Monte Verde Dr Beaumont, Ca 92223-8589",Beaumont,CA,951-663-6995,-,"Alliance Non-emergency Medical Transport, Llc",Gerald Blackmon - (owner),08/01/2011,08/01/2011,Org
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1194894899.aspx,"Allied Medical Transport

						Lbn  Allied Medical Services Of California Inc.","A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","2570 Bush St San Francisco, Ca 94115-3002",Francisco,CA,415-931-1400,-,Allied Medical Services Of California Inc.,Josette Mani - (general Manager),11/07/2006,11/07/2006,Org
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1972918068.aspx,"Allied Medical Transport, Llc","A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","10002 Tungsten St. Bakersfield, Ca 93311-2482",Bakersfield,CA,661-888-2777,-,"Allied Medical Transport, Llc",Rainier Altavas - (member),06/26/2014,06/26/2014,Org
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1225202120.aspx,"Alltravelers Limousine

						Lbn  Jkpd Enterprises Llc","A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","20125 Traveler Cir Walnut, Ca 91789-4462",Walnut,CA,909-973-8465,-,Jkpd Enterprises Llc,Felix Santillan - (ceo),04/22/2008,04/22/2008,Org
https://npidb.org/organizations/transportation_services/secured-medical-transport-van_343800000x/1245703412.aspx,Allure Transportation,"A public or privately owned transportation service with vehicles, specially equipped to provide enhanced safety, security and passenger restraint, and staffed by one or more individuals trained to work with patients in crisis situations resulting from mental or emotional illness and/or substance abuse.","1835 Newport Blvd Ste 109 #110 Costa Mesa, Ca 92627",Mesa,CA,949-524-9972,-,Allure Transportation,Karla Zelaya - (ceo),01/09/2019,01/09/2019,Org
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1679852982.aspx,Ally Friendly Transportation,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","4173 Macarthur Blvd Suite 11 Oakland, Ca 94619-4360",Oakland,CA,510-575-6879,-,Ally Friendly Transportation,Alexander Umegboh - (ceo),08/04/2011,08/04/2011,Org
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1710507074.aspx,"Ally Transit, Inc.","A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","6442 Coldwater Canyon Ave Ste 103 North Hollywood, Ca 91606-1188",Hollywood,CA,818-808-9181,-,"Ally Transit, Inc.",Stepan Maslakyan - (ceo),04/16/2020,04/16/2020,Org
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1891226387.aspx,"Ally Transportation, Inc","A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","2585 E Perrin Ave Ste 110 Fresno, Ca 93720-5205",Fresno,CA,559-900-7363,-,"Ally Transportation, Inc",Karine Hakobyan - (precident),03/25/2017,03/25/2017,Org
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1699308106.aspx,"Alma Rose Senior Express, Llc

						Lbn  Alma Rose Senior Express Llc","A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","1105 Broadway St Apt 13 Fairfield, Ca 94533-6052",Fairfield,CA,707-430-6284,-,Alma Rose Senior Express Llc,Sherell Levier - (administrative),02/13/2020,02/13/2020,Org
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1992287767.aspx,Aloha Non Emergency Medical Transport Llc,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","180 Promenade Cir Ste 300 Sacramento, Ca 95834-2952",Sacramento,CA,916-500-2581,-,Aloha Non Emergency Medical Transport Llc,Magda Sotelo - (owner),08/29/2018,08/29/2018,Org
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1922352020.aspx,Alpha Care Transport,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","440 Hindry Ave D Inglewood, Ca 90301-2031",Inglewood,CA,310-642-2888,-,Alpha Care Transport,Tony Turgeman - (owner),10/29/2012,10/29/2012,Org
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1588108575.aspx,"Alpha Transportation, Llc","A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","14252 Culver Dr Ste A Irvine, Ca 92604-0317",Irvine,CA,714-769-0708,-,"Alpha Transportation, Llc",Abdiel Hernandez - (president),12/09/2016,12/09/2016,Org
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1922246669.aspx,Alphatrans,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","1015 N Kenilworth Ave Glendale, Ca 91202-2822",Glendale,CA,818-552-2002,-,Alphatrans,Susan Yeghishian - (president/owner),02/03/2009,02/03/2009,Org
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1073721270.aspx,Alphatrans Medical Transportation,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","1815 W Kenneth Rd Glendale, Ca 91201-1447",Glendale,CA,818-552-2000,-,Alphatrans Medical Transportation,Anna Artinian - (owner),05/19/2007,05/19/2007,Org
https://npidb.org/doctors/transportation_services/non-emergency-medical-transport-van_343900000x/1174814909.aspx,Rami Alsabbaghnon-emergency Medical Transport (Van),"Profile for RAMI ALSABBAGH in FONTANA, CA.
					A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","16773 Buttonwood Ln Fontana, Ca 92336",Fontana,CA,909-749-2562,-,-,so-Rami Alsabbaghnon-emergency Medical Transport (Van)-Active,04/27/2011,04/27/2011,Sole
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1033695739.aspx,Alta Med Medical Transportation Inc.,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","11012 Ventura Blvd Ste H Studio City, Ca 91604-3546",City,CA,818-800-8280,-,Alta Med Medical Transportation Inc.,Shake Timuryan - (owner),07/16/2018,07/16/2018,Org
https://npidb.org/doctors/transportation_services/non-emergency-medical-transport-van_343900000x/1013529601.aspx,Adrian Alvareznon-emergency Medical Transport (Van),"Profile for ADRIAN ALVAREZ in DALY CITY, CA.
					A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","609 Lisbon St Daly City, Ca 94014-2707",City,CA,415-425-7306,-,-,so-Adrian Alvareznon-emergency Medical Transport (Van)-Active,08/17/2020,08/17/2020,Sole
https://npidb.org/doctors/transportation_services/non-emergency-medical-transport-van_343900000x/1023649985.aspx,Fidel F Alvareznon-emergency Medical Transport (Van),"Profile for FIDEL F ALVAREZ in GALT, CA.
					A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","757 Stargell Way Galt, Ca 95632-3200",Galt,CA,209-610-8719,-,-,so-Fidel F Alvareznon-emergency Medical Transport (Van)-Active,01/30/2020,01/30/2020,Sole
https://npidb.org/doctors/transportation_services/non-emergency-medical-transport-van_343900000x/1437609682.aspx,Salvador Alvareznon-emergency Medical Transport (Van),"Profile for SALVADOR ALVAREZ in SAN BERNARDINO, CA.
					A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","979 W Hill Dr San Bernardino, Ca 92407-3007",Bernardino,CA,909-687-5488,-,-,so-Salvador Alvareznon-emergency Medical Transport (Van)-Active,10/12/2016,10/12/2016,Sole
https://npidb.org/doctors/transportation_services/non-emergency-medical-transport-van_343900000x/1093270118.aspx,Mike Amairehnon-emergency Medical Transport (Van),"Profile for MIKE AMAIREH in UPLAND, CA.
					A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","1070 W Arrow Hwy Apt B Upland, Ca 91786-4459",Upland,CA,909-605-3855,-,-,so-Mike Amairehnon-emergency Medical Transport (Van)-Active,02/02/2019,02/02/2019,Sole
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1639685878.aspx,Amazin Care Transportation Llc,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","7763 East Mckinley Avenue Fresno, Ca 93737",Fresno,CA,909-333-2027,-,Amazin Care Transportation Llc,Oluwatoyin Mixon-emeseh - (executive Director),12/26/2017,12/26/2017,Org
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1144642943.aspx,Amazing Transportation Services Inc,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","15431 Anacapa Rd Suite F Victorville, Ca 92392-2458",Victorville,CA,760-241-0784,-,Amazing Transportation Services Inc,Jessie Flores - (chief Executive Officer/director),01/13/2014,01/13/2014,Org
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1477846194.aspx,"Ambiance Transportation

						Lbn  Ambiance Medical Transportation, Inc.","A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","11929 Vose St Suite C North Hollywood, Ca 91605-5750",Hollywood,CA,818-955-5757,-,"Ambiance Medical Transportation, Inc.",Ruben Balayan - (ceo),05/27/2011,05/27/2011,Org
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1558994665.aspx,Ambiance Transportation Co Llc,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","13782 Foothill Blvd Ste D Sylmar, Ca 91342-3374",Sylmar,CA,415-312-3085,-,Ambiance Transportation Co Llc,Brian Moffett - (ceo),02/17/2020,02/17/2020,Org
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1962913707.aspx,"Ambiance Transportation, Llc","A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","11100 Sheldon St Sun Valley, Ca 91352-1104",Valley,CA,818-955-5757,-,"Ambiance Transportation, Llc",Joshua Marehbian - (chairman),10/19/2017,10/19/2017,Org
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1508158866.aspx,Ambient Elder Care Management And Transport Inc.,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","1819 S Cherokee Ln Apt 43 Lodi, Ca 95240-6362",Lodi,CA,209-263-0632,-,Ambient Elder Care Management And Transport Inc.,"Ayanna Brown - (ceo, Owner)",05/04/2011,05/04/2011,Org
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1689143216.aspx,"Ambu-care Transit, Inc.","A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","16755 Von Karman Ave Ste 200 Irvine, Ca 92606-4963",Irvine,CA,949-398-4385,-,"Ambu-care Transit, Inc.",Hyde Calipay - (president),11/13/2018,11/13/2018,Org
